address,amount
0xea310c966d3ff5e09c65487f1763b21361eb71ef,10967171487142316196235
0x963441dcf6b2e82198a46c835a0c8f06b4d4e504,12952368858994323845435
0xa5c3a513645a9a00cb561fed40438e9dfe0d6a69,13417898665920893829370
0x3702205145fac0fb99a9b8bc61e33486c126f155,186262895361024857427550
0x605e05bf092ebd18e06d1b0f699df5b9dd85d452,7722285808996900910870
0x8712db20ab0e011faf38c6ea5ee74a5b1c5a8375,846937574137020281680
0x19d8da2674e8a025154153297ea3ab918debf96d,4254140987662301290665
0x795050decc0322567c4f0098209d4edc5a69b9d0,744130959241510500495
0x486cf96e23ef9a7c341deece9d7c3e4f70af7454,13572191472903051524580
0x2452e136265e4b2ce559534e9eb18e9907f45973,9387563250517382830510
0x5a084aaef5eddd9195f28f6fe056785e01f210eb,104901137350300601675
0xb0d99c37bbd5da98175b80812982c9a07d091e8d,19071098681073215323825
0x0045cb2b22bc2615a09a90bda866ff272c893906,12420093481893516296085
0xe8bb2e08e6f52f11d8b65e2a3db772daa60e117e,2116021089947419435950
0x603121410742328b0af3b0e4a066b29a9018fb1b,4354677757378153301075
0x487c6480c33f32435f99cfa4b1e09c0d4e4165f7,5477747205065986641915
0xe288a00df4b697606078876788e4d64633cd2e01,31941378025284596880765
0xb9c70eb2ad91dfc3c4d392769b01d7ca90768212,1506452740888436595505
0xb3ae363c083d2fdb4580733dc805b28f66f29d1f,130550139881618620280
0x7d6d682795a5b704fc5ddacac91398c62b8b5416,1089040835726394508860
0x8cf7f8a2eb9cbf7a01dfb89f45951de4fb421d27,345679006761796804976435
0xe1eedbd1e08478707c794e7e8b1ee623f5fa6d64,333396953620780331575
0x20da700ea03e9fe8bf3409d6f66105184aefb2fc,638030670031309230665
0x38b2bac6431604dffec17a1e6adc649a9ea0efba,185862977918207896429585
0xc4f67dea55e19155774dd2c9611738677a687d9a,7805507890596659484015
0x199554ccb0c7e11a8c5275a41f3e61a92c235846,740952598130677306100
0xdd3b3a67c66a5276aacc499ec2abd5241721e008,8740508419775429394840
0x74fa01a5d0ef8039f1e14f4d4c8f90e8602e07b4,42704828264508818721275
0xcb69c793478a7355178979ae0be453bf61c378ee,1383880245431351036505
